"intersection1","intersection2","Address","Year","Month","Direction","Coordinates","Intersection ID","Filename"
"South Sixth Street "," Jackson Street","554 S 6th St, Columbus, OH 43206, USA","2019","11","NE","39.951567,-82.990898","220","South Sixth Street & Jackson Street~554 S 6th St, Columbus, OH 43206, USA~2019-11~NE~39.951567,-82.990898~id-220.jpg"
"South Sixth Street "," Jackson Street","559 S 6th St, Columbus, OH 43206, USA","2019","11","SW","39.951567,-82.990898","220","South Sixth Street & Jackson Street~559 S 6th St, Columbus, OH 43206, USA~2019-11~SW~39.951567,-82.990898~id-220.jpg"
"South Sixth Street "," Jackson Street","562 S 6th St, Columbus, OH 43206, USA","2019","11","SE","39.951567,-82.990898","220","South Sixth Street & Jackson Street~562 S 6th St, Columbus, OH 43206, USA~2019-11~SE~39.951567,-82.990898~id-220.jpg"
"South Sixth Street "," Timbecker Lane","797 S 6th St, Columbus, OH 43206, USA","2021","09","NW","39.946469,-82.990685","219","South Sixth Street & Timbecker Lane~797 S 6th St, Columbus, OH 43206, USA~2021-09~NW~39.946469,-82.990685~id-219.jpg"
"South Sixth Street "," Timbecker Lane","802 S 6th St, Columbus, OH 43206, USA","2021","09","NE","39.946469,-82.990685","219","South Sixth Street & Timbecker Lane~802 S 6th St, Columbus, OH 43206, USA~2021-09~NE~39.946469,-82.990685~id-219.jpg"
"South Sixth Street "," Timbecker Lane","802 S 6th St, Columbus, OH 43206, USA","2021","09","SE","39.946469,-82.990685","219","South Sixth Street & Timbecker Lane~802 S 6th St, Columbus, OH 43206, USA~2021-09~SE~39.946469,-82.990685~id-219.jpg"
"South Sixth Street "," Timbecker Lane","802 S 6th St, Columbus, OH 43206, USA","2021","09","SW","39.946469,-82.990685","219","South Sixth Street & Timbecker Lane~802 S 6th St, Columbus, OH 43206, USA~2021-09~SW~39.946469,-82.990685~id-219.jpg"
"South Sixth Street "," Unknown","257 Lear St, Columbus, OH 43206, USA","2021","09","SE","39.949457,-82.990944","226","South Sixth Street & Unknown~257 Lear St, Columbus, OH 43206, USA~2021-09~SE~39.949457,-82.990944~id-226.jpg"
"South Sixth Street "," Unknown","279-281 E Livingston Ave, Columbus, OH 43215, USA","2024","06","W","39.952197,-82.990852","223","South Sixth Street & Unknown~279-281 E Livingston Ave, Columbus, OH 43215, USA~2024-06~W~39.952197,-82.990852~id-223.jpg"
"South Sixth Street "," Unknown","535 S 6th St, Columbus, OH 43206, USA","2024","06","SW","39.952197,-82.990852","223","South Sixth Street & Unknown~535 S 6th St, Columbus, OH 43206, USA~2024-06~SW~39.952197,-82.990852~id-223.jpg"
"South Sixth Street "," Unknown","651 S 6th St, Columbus, OH 43206, USA","2021","09","NE","39.949457,-82.990944","226","South Sixth Street & Unknown~651 S 6th St, Columbus, OH 43206, USA~2021-09~NE~39.949457,-82.990944~id-226.jpg"
"South Third Street "," East Livingston Avenue","473 S 3rd St, Columbus, OH 43215, USA","2022","09","NE","39.952796,-82.996119","310","South Third Street & East Livingston Avenue~473 S 3rd St, Columbus, OH 43215, USA~2022-09~NE~39.952796,-82.996119~id-310.jpg"
"South Third Street "," East Livingston Avenue","473 S 3rd St, Columbus, OH 43215, USA","2022","09","NW","39.952796,-82.996119","310","South Third Street & East Livingston Avenue~473 S 3rd St, Columbus, OH 43215, USA~2022-09~NW~39.952796,-82.996119~id-310.jpg"
"South Third Street "," East Livingston Avenue","481 S 3rd St, Columbus, OH 43215, USA","2022","09","SE","39.952737,-82.996117","310","South Third Street & East Livingston Avenue~481 S 3rd St, Columbus, OH 43215, USA~2022-09~SE~39.952737,-82.996117~id-310.jpg"
"South Third Street "," East Livingston Avenue","481 S 3rd St, Columbus, OH 43215, USA","2022","09","SW","39.952737,-82.996117","310","South Third Street & East Livingston Avenue~481 S 3rd St, Columbus, OH 43215, USA~2022-09~SW~39.952737,-82.996117~id-310.jpg"
"South Third Street "," Unknown","551 S 3rd St, Columbus, OH 43215, USA","2024","06","SW","39.951212,-82.995818","308","South Third Street & Unknown~551 S 3rd St, Columbus, OH 43215, USA~2024-06~SW~39.951212,-82.995818~id-308.jpg"
"South Third Street "," Unknown","556 S 3rd St, Columbus, OH 43215, USA","2024","06","NE","39.951118,-82.995801","307","South Third Street & Unknown~556 S 3rd St, Columbus, OH 43215, USA~2024-06~NE~39.951118,-82.995801~id-307.jpg"
"South Third Street "," Unknown","674 S 3rd St, Columbus, OH 43206, USA","2022","10","E","39.948495,-82.995290","309","South Third Street & Unknown~674 S 3rd St, Columbus, OH 43206, USA~2022-10~E~39.948495,-82.995290~id-309.jpg"
"Stimmel Street "," South Pearl Street","21 Stimmel St, Columbus, OH 43206, USA","2020","11","NW","39.947989,-82.996984","168","Stimmel Street & South Pearl Street~21 Stimmel St, Columbus, OH 43206, USA~2020-11~NW~39.947989,-82.996984~id-168.jpg"
"Stimmel Street "," South Pearl Street","21 Stimmel St, Columbus, OH 43206, USA","2020","11","SW","39.947989,-82.996984","168","Stimmel Street & South Pearl Street~21 Stimmel St, Columbus, OH 43206, USA~2020-11~SW~39.947989,-82.996984~id-168.jpg"
"Stimmel Street "," South Pearl Street","700 S Pearl St, Columbus, OH 43206, USA","2020","11","NE","39.947989,-82.996984","168","Stimmel Street & South Pearl Street~700 S Pearl St, Columbus, OH 43206, USA~2020-11~NE~39.947989,-82.996984~id-168.jpg"
"Stimmel Street "," South Pearl Street","700 S Pearl St, Columbus, OH 43206, USA","2020","11","SE","39.947989,-82.996984","168","Stimmel Street & South Pearl Street~700 S Pearl St, Columbus, OH 43206, USA~2020-11~SE~39.947989,-82.996984~id-168.jpg"
"Stimmel Street "," South Third Street","689 S 3rd St, Columbus, OH 43206, USA","2020","11","NW","39.948174,-82.995265","169","Stimmel Street & South Third Street~689 S 3rd St, Columbus, OH 43206, USA~2020-11~NW~39.948174,-82.995265~id-169.jpg"
"Stimmel Street "," South Third Street","699 Stimmel St, Columbus, OH 43206, USA","2020","11","SW","39.948174,-82.995265","169","Stimmel Street & South Third Street~699 Stimmel St, Columbus, OH 43206, USA~2020-11~SW~39.948174,-82.995265~id-169.jpg"
"Thurman Avenue "," South Pearl Street","31 Thurman Ave, Columbus, OH 43206, USA","2022","09","SE","39.939843,-82.995386","111","Thurman Avenue & South Pearl Street~31 Thurman Ave, Columbus, OH 43206, USA~2022-09~SE~39.939843,-82.995386~id-111.jpg"
"Thurman Avenue "," South Pearl Street","32 Thurman Ave, Columbus, OH 43206, USA","2022","09","NW","39.939843,-82.995386","111","Thurman Avenue & South Pearl Street~32 Thurman Ave, Columbus, OH 43206, USA~2022-09~NW~39.939843,-82.995386~id-111.jpg"
"Thurman Avenue "," South Pearl Street","32 Thurman Ave, Columbus, OH 43206, USA","2022","09","N","39.939843,-82.995386","111","Thurman Avenue & South Pearl Street~32 Thurman Ave, Columbus, OH 43206, USA~2022-09~N~39.939843,-82.995386~id-111.jpg"
"Thurman Avenue "," South Pearl Street","32 Thurman Ave, Columbus, OH 43206, USA","2022","09","SW","39.939843,-82.995386","111","Thurman Avenue & South Pearl Street~32 Thurman Ave, Columbus, OH 43206, USA~2022-09~SW~39.939843,-82.995386~id-111.jpg"
"Timbecker Lane "," Unknown","264 Timbecker Ln, Columbus, OH 43206, USA","2019","11","SE","39.946436,-82.990462","315","Timbecker Lane & Unknown~264 Timbecker Ln, Columbus, OH 43206, USA~2019-11~SE~39.946436,-82.990462~id-315.jpg"
"Timbecker Lane "," Unknown","264 Timbecker Ln, Columbus, OH 43206, USA","2019","11","SW","39.946413,-82.990099","314","Timbecker Lane & Unknown~264 Timbecker Ln, Columbus, OH 43206, USA~2019-11~SW~39.946413,-82.990099~id-314.jpg"
"Timbecker Lane "," Unknown","270 E Kossuth St, Columbus, OH 43206, USA","2019","11","SE","39.946413,-82.990099","314","Timbecker Lane & Unknown~270 E Kossuth St, Columbus, OH 43206, USA~2019-11~SE~39.946413,-82.990099~id-314.jpg"
"Timbecker Lane "," Unknown","307 1_2 E Columbus St, Columbus, OH 43206, USA","2024","06","NE","39.946414,-82.989292","313","Timbecker Lane & Unknown~307 1_2 E Columbus St, Columbus, OH 43206, USA~2024-06~NE~39.946414,-82.989292~id-313.jpg"
"Timbecker Lane "," Unknown","799 Jaeger St, Columbus, OH 43206, USA","2019","11","NE","39.946413,-82.990099","314","Timbecker Lane & Unknown~799 Jaeger St, Columbus, OH 43206, USA~2019-11~NE~39.946413,-82.990099~id-314.jpg"
"Timbecker Lane "," Unknown","802 S 6th St, Columbus, OH 43206, USA","2019","11","W","39.946436,-82.990462","315","Timbecker Lane & Unknown~802 S 6th St, Columbus, OH 43206, USA~2019-11~W~39.946436,-82.990462~id-315.jpg"
"Timbecker Lane "," Unknown","802-804 S 6th St, Columbus, OH 43206, USA","2019","11","NW","39.946413,-82.990099","314","Timbecker Lane & Unknown~802-804 S 6th St, Columbus, OH 43206, USA~2019-11~NW~39.946413,-82.990099~id-314.jpg"
"Timbecker Lane "," Unknown","808 Jaeger St, Columbus, OH 43206, USA","2024","06","NW","39.946414,-82.989292","313","Timbecker Lane & Unknown~808 Jaeger St, Columbus, OH 43206, USA~2024-06~NW~39.946414,-82.989292~id-313.jpg"
"Unknown "," Briggs Street","647 Briggs St, Columbus, OH 43206, USA","2011","06","NW","39.949947,-82.988165","360","Unknown & Briggs Street~647 Briggs St, Columbus, OH 43206, USA~2011-06~NW~39.949947,-82.988165~id-360.jpg"
"Unknown "," Briggs Street","651 Briggs St, Columbus, OH 43206, USA","2011","06","SW","39.949947,-82.988165","360","Unknown & Briggs Street~651 Briggs St, Columbus, OH 43206, USA~2011-06~SW~39.949947,-82.988165~id-360.jpg"
"Unknown "," Briggs Street","677 Briggs St, Columbus, OH 43206, USA","2019","11","NE","39.949311,-82.988229","329","Unknown & Briggs Street~677 Briggs St, Columbus, OH 43206, USA~2019-11~NE~39.949311,-82.988229~id-329.jpg"
"Unknown "," Briggs Street","677 Briggs St, Columbus, OH 43206, USA","2019","11","NW","39.949311,-82.988229","329","Unknown & Briggs Street~677 Briggs St, Columbus, OH 43206, USA~2019-11~NW~39.949311,-82.988229~id-329.jpg"
"Unknown "," Briggs Street","677 Briggs St, Columbus, OH 43206, USA","2019","11","SW","39.949402,-82.988220","329","Unknown & Briggs Street~677 Briggs St, Columbus, OH 43206, USA~2019-11~SW~39.949402,-82.988220~id-329.jpg"
"Unknown "," Briggs Street","684 Briggs St, Columbus, OH 43206, USA","2019","11","SE","39.949402,-82.988220","329","Unknown & Briggs Street~684 Briggs St, Columbus, OH 43206, USA~2019-11~SE~39.949402,-82.988220~id-329.jpg"
"Unknown "," Brust Street","665 Brust St, Columbus, OH 43206, USA","2021","09","NW","39.949306,-82.988876","6","Unknown & Brust Street~665 Brust St, Columbus, OH 43206, USA~2021-09~NW~39.949306,-82.988876~id-6.jpg"
"Unknown "," Brust Street","665 Brust St, Columbus, OH 43206, USA","2021","09","SW","39.949306,-82.988876","6","Unknown & Brust Street~665 Brust St, Columbus, OH 43206, USA~2021-09~SW~39.949306,-82.988876~id-6.jpg"
"Unknown "," City Park Avenue","1078 City Park Ave, Columbus, OH 43206, USA","2021","07","E","39.940201,-82.994624","26","Unknown & City Park Avenue~1078 City Park Ave, Columbus, OH 43206, USA~2021-07~E~39.940201,-82.994624~id-26.jpg"
"Unknown "," East Columbus Street","307 E Columbus St, Columbus, OH 43206, USA","2024","06","SE","39.946912,-82.989247","7","Unknown & East Columbus Street~307 E Columbus St, Columbus, OH 43206, USA~2024-06~SE~39.946912,-82.989247~id-7.jpg"
"Unknown "," East Columbus Street","310-314 E Columbus St, Columbus, OH 43206, USA","2024","06","NE","39.946912,-82.989247","7","Unknown & East Columbus Street~310-314 E Columbus St, Columbus, OH 43206, USA~2024-06~NE~39.946912,-82.989247~id-7.jpg"
"Unknown "," East Columbus Street","310-314 E Columbus St, Columbus, OH 43206, USA","2024","06","NW","39.946912,-82.989247","7","Unknown & East Columbus Street~310-314 E Columbus St, Columbus, OH 43206, USA~2024-06~NW~39.946912,-82.989247~id-7.jpg"
"Unknown "," East Columbus Street","310-314 E Columbus St, Columbus, OH 43206, USA","2024","06","SW","39.946912,-82.989247","7","Unknown & East Columbus Street~310-314 E Columbus St, Columbus, OH 43206, USA~2024-06~SW~39.946912,-82.989247~id-7.jpg"
"Unknown "," East Frankfort Street","313 E Frankfort St, Columbus, OH 43206, USA","2011","06","SE","39.947486,-82.989226","8","Unknown & East Frankfort Street~313 E Frankfort St, Columbus, OH 43206, USA~2011-06~SE~39.947486,-82.989226~id-8.jpg"
"Unknown "," East Frankfort Street","751 Jaeger St, Columbus, OH 43206, USA","2009","04","SE","39.947521,-82.990008","330","Unknown & East Frankfort Street~751 Jaeger St, Columbus, OH 43206, USA~2009-04~SE~39.947521,-82.990008~id-330.jpg"
"Unknown "," East Frankfort Street","751 Jaeger St, Columbus, OH 43206, USA","2009","04","SW","39.947521,-82.990008","330","Unknown & East Frankfort Street~751 Jaeger St, Columbus, OH 43206, USA~2009-04~SW~39.947521,-82.990008~id-330.jpg"
"Unknown "," East Frankfort Street","768 Jaeger St, Columbus, OH 43206, USA","2011","06","SW","39.947486,-82.989226","8","Unknown & East Frankfort Street~768 Jaeger St, Columbus, OH 43206, USA~2011-06~SW~39.947486,-82.989226~id-8.jpg"
"Unknown "," East Livingston Avenue","267 E Livingston Ave, Columbus, OH 43215, USA","2022","09","S","39.952603,-82.991117","322","Unknown & East Livingston Avenue~267 E Livingston Ave, Columbus, OH 43215, USA~2022-09~S~39.952603,-82.991117~id-322.jpg"
"Unknown "," East Livingston Avenue","4 E Livingston Ave, Columbus, OH 43215, USA","2024","06","S","39.952532,-82.988359","345","Unknown & East Livingston Avenue~4 E Livingston Ave, Columbus, OH 43215, USA~2024-06~S~39.952532,-82.988359~id-345.jpg"
"Unknown "," East Livingston Avenue","407 E Livingston Ave, Columbus, OH 43215, USA","2024","06","S","39.952497,-82.987657","346","Unknown & East Livingston Avenue~407 E Livingston Ave, Columbus, OH 43215, USA~2024-06~S~39.952497,-82.987657~id-346.jpg"
"Unknown "," South Grant Avenue","316 E Sycamore St, Columbus, OH 43206, USA","2024","06","W","39.949333,-82.989525","5","Unknown & South Grant Avenue~316 E Sycamore St, Columbus, OH 43206, USA~2024-06~W~39.949333,-82.989525~id-5.jpg"
"Unknown "," South Grant Avenue","669 1_2 S Grant Ave, Columbus, OH 43206, USA","2024","06","NW","39.949333,-82.989525","5","Unknown & South Grant Avenue~669 1_2 S Grant Ave, Columbus, OH 43206, USA~2024-06~NW~39.949333,-82.989525~id-5.jpg"
"Unknown "," South Grant Avenue","670 S Grant Ave, Columbus, OH 43206, USA","2024","06","NE","39.949333,-82.989525","5","Unknown & South Grant Avenue~670 S Grant Ave, Columbus, OH 43206, USA~2024-06~NE~39.949333,-82.989525~id-5.jpg"
"Unknown "," South Grant Avenue","670 S Grant Ave, Columbus, OH 43206, USA","2024","06","SE","39.949333,-82.989525","5","Unknown & South Grant Avenue~670 S Grant Ave, Columbus, OH 43206, USA~2024-06~SE~39.949333,-82.989525~id-5.jpg"
"Unknown "," South Pearl Street","1008 S Pearl St, Columbus, OH 43206, USA","2020","11","NE","39.941655,-82.995754","332","Unknown & South Pearl Street~1008 S Pearl St, Columbus, OH 43206, USA~2020-11~NE~39.941655,-82.995754~id-332.jpg"
"Unknown "," South Pearl Street","1010 S Pearl St, Columbus, OH 43206, USA","2020","11","NW","39.941415,-82.995708","341","Unknown & South Pearl Street~1010 S Pearl St, Columbus, OH 43206, USA~2020-11~NW~39.941415,-82.995708~id-341.jpg"
"Unknown "," South Pearl Street","1020 S Pearl St, Columbus, OH 43206, USA","2020","11","S","39.941504,-82.995727","341","Unknown & South Pearl Street~1020 S Pearl St, Columbus, OH 43206, USA~2020-11~S~39.941504,-82.995727~id-341.jpg"
"Unknown "," South Pearl Street","1054 S Pearl St, Columbus, OH 43206, USA","2019","09","W","39.940642,-82.995537","335","Unknown & South Pearl Street~1054 S Pearl St, Columbus, OH 43206, USA~2019-09~W~39.940642,-82.995537~id-335.jpg"
"Unknown "," South Pearl Street","1054 S Pearl St, Columbus, OH 43206, USA","2019","09","W","39.940735,-82.995553","333","Unknown & South Pearl Street~1054 S Pearl St, Columbus, OH 43206, USA~2019-09~W~39.940735,-82.995553~id-333.jpg"
"Unknown "," South Pearl Street","1069 S Pearl St, Columbus, OH 43206, USA","2019","09","SW","39.940642,-82.995537","335","Unknown & South Pearl Street~1069 S Pearl St, Columbus, OH 43206, USA~2019-09~SW~39.940642,-82.995537~id-335.jpg"
"Unknown "," South Pearl Street","1070 S Pearl St, Columbus, OH 43206, USA","2015","08","NW","39.940390,-82.995507","336","Unknown & South Pearl Street~1070 S Pearl St, Columbus, OH 43206, USA~2015-08~NW~39.940390,-82.995507~id-336.jpg"
"Unknown "," South Pearl Street","1070 S Pearl St, Columbus, OH 43206, USA","2015","08","SW","39.940390,-82.995507","336","Unknown & South Pearl Street~1070 S Pearl St, Columbus, OH 43206, USA~2015-08~SW~39.940390,-82.995507~id-336.jpg"
"Unknown "," South Pearl Street","1070 S Pearl St, Columbus, OH 43206, USA","2016","08","W","39.940170,-82.995450","338","Unknown & South Pearl Street~1070 S Pearl St, Columbus, OH 43206, USA~2016-08~W~39.940170,-82.995450~id-338.jpg"
"Unknown "," South Pearl Street","1070 S Pearl St, Columbus, OH 43206, USA","2019","09","NE","39.940225,-82.995475","27","Unknown & South Pearl Street~1070 S Pearl St, Columbus, OH 43206, USA~2019-09~NE~39.940225,-82.995475~id-27.jpg"
"Unknown "," South Pearl Street","1117 S Pearl St, Columbus, OH 43206, USA","2020","11","S","39.939625,-82.995361","353","Unknown & South Pearl Street~1117 S Pearl St, Columbus, OH 43206, USA~2020-11~S~39.939625,-82.995361~id-353.jpg"
"Unknown "," South Pearl Street","1117 S Pearl St, Columbus, OH 43206, USA","2020","11","W","39.939389,-82.995299","350","Unknown & South Pearl Street~1117 S Pearl St, Columbus, OH 43206, USA~2020-11~W~39.939389,-82.995299~id-350.jpg"
"Unknown "," South Pearl Street","1128 S Pearl St, Columbus, OH 43206, USA","2020","11","NE","39.939104,-82.995265","359","Unknown & South Pearl Street~1128 S Pearl St, Columbus, OH 43206, USA~2020-11~NE~39.939104,-82.995265~id-359.jpg"
"Unknown "," South Pearl Street","1128 S Pearl St, Columbus, OH 43206, USA","2020","11","NW","39.939104,-82.995265","359","Unknown & South Pearl Street~1128 S Pearl St, Columbus, OH 43206, USA~2020-11~NW~39.939104,-82.995265~id-359.jpg"
"Unknown "," South Pearl Street","1128 S Pearl St, Columbus, OH 43206, USA","2020","11","SE","39.939104,-82.995265","359","Unknown & South Pearl Street~1128 S Pearl St, Columbus, OH 43206, USA~2020-11~SE~39.939104,-82.995265~id-359.jpg"
