"intersection1","intersection2","Address","Year","Month","Direction","Coordinates","Intersection ID","Filename"
"Jaeger Street "," East Columbus Street","280 E Columbus St, Columbus, OH 43206, USA","2024","06","NW","39.946929,-82.989817","190","Jaeger Street & East Columbus Street~280 E Columbus St, Columbus, OH 43206, USA~2024-06~NW~39.946929,-82.989817~id-190.jpg"
"Jaeger Street "," East Columbus Street","769 Jaeger St, Columbus, OH 43206, USA","2024","06","SW","39.946929,-82.989817","190","Jaeger Street & East Columbus Street~769 Jaeger St, Columbus, OH 43206, USA~2024-06~SW~39.946929,-82.989817~id-190.jpg"
"Jaeger Street "," East Columbus Street","792 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.946929,-82.989817","190","Jaeger Street & East Columbus Street~792 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.946929,-82.989817~id-190.jpg"
"Jaeger Street "," East Deshler Avenue","219 E Deshler Ave, Columbus, OH 43206, USA","2020","11","SW","39.940854,-82.990528","200","Jaeger Street & East Deshler Avenue~219 E Deshler Ave, Columbus, OH 43206, USA~2020-11~SW~39.940854,-82.990528~id-200.jpg"
"Jaeger Street "," East Deshler Avenue","219 E Deshler Ave, Columbus, OH 43206, USA","2020","11","S","39.940854,-82.990528","200","Jaeger Street & East Deshler Avenue~219 E Deshler Ave, Columbus, OH 43206, USA~2020-11~S~39.940854,-82.990528~id-200.jpg"
"Jaeger Street "," East Deshler Avenue","220 E Deshler Ave, Columbus, OH 43206, USA","2020","11","E","39.940854,-82.990528","200","Jaeger Street & East Deshler Avenue~220 E Deshler Ave, Columbus, OH 43206, USA~2020-11~E~39.940854,-82.990528~id-200.jpg"
"Jaeger Street "," East Deshler Avenue","220 E Deshler Ave, Columbus, OH 43206, USA","2020","11","NW","39.940854,-82.990528","200","Jaeger Street & East Deshler Avenue~220 E Deshler Ave, Columbus, OH 43206, USA~2020-11~NW~39.940854,-82.990528~id-200.jpg"
"Jaeger Street "," East Deshler Avenue","220 E Deshler Ave, Columbus, OH 43206, USA","2020","11","W","39.940854,-82.990528","200","Jaeger Street & East Deshler Avenue~220 E Deshler Ave, Columbus, OH 43206, USA~2020-11~W~39.940854,-82.990528~id-200.jpg"
"Jaeger Street "," East Frankfort Street","749 Jaeger St, Columbus, OH 43206, USA","2011","06","NW","39.947509,-82.989759","183","Jaeger Street & East Frankfort Street~749 Jaeger St, Columbus, OH 43206, USA~2011-06~NW~39.947509,-82.989759~id-183.jpg"
"Jaeger Street "," East Frankfort Street","751 Jaeger St, Columbus, OH 43206, USA","2011","06","W","39.947509,-82.989759","183","Jaeger Street & East Frankfort Street~751 Jaeger St, Columbus, OH 43206, USA~2011-06~W~39.947509,-82.989759~id-183.jpg"
"Jaeger Street "," East Frankfort Street","756 Jaeger St, Columbus, OH 43206, USA","2011","06","NE","39.947509,-82.989759","183","Jaeger Street & East Frankfort Street~756 Jaeger St, Columbus, OH 43206, USA~2011-06~NE~39.947509,-82.989759~id-183.jpg"
"Jaeger Street "," East Frankfort Street","764 Jaeger St, Columbus, OH 43206, USA","2011","06","SE","39.947509,-82.989759","183","Jaeger Street & East Frankfort Street~764 Jaeger St, Columbus, OH 43206, USA~2011-06~SE~39.947509,-82.989759~id-183.jpg"
"Jaeger Street "," East Stewart Avenue","1018 Jaeger St, Columbus, OH 43206, USA","2024","09","NE","39.941889,-82.990459","199","Jaeger Street & East Stewart Avenue~1018 Jaeger St, Columbus, OH 43206, USA~2024-09~NE~39.941889,-82.990459~id-199.jpg"
"Jaeger Street "," East Stewart Avenue","1030 Jaeger St, Columbus, OH 43206, USA","2024","09","SE","39.941889,-82.990459","199","Jaeger Street & East Stewart Avenue~1030 Jaeger St, Columbus, OH 43206, USA~2024-09~SE~39.941889,-82.990459~id-199.jpg"
"Jaeger Street "," East Whittier Street","1906 Jaeger St, Columbus, OH 43206, USA","2024","06","NE","39.944568,-82.990002","191","Jaeger Street & East Whittier Street~1906 Jaeger St, Columbus, OH 43206, USA~2024-06~NE~39.944568,-82.990002~id-191.jpg"
"Jaeger Street "," East Whittier Street","1906 Jaeger St, Columbus, OH 43206, USA","2024","06","NW","39.944568,-82.990002","191","Jaeger Street & East Whittier Street~1906 Jaeger St, Columbus, OH 43206, USA~2024-06~NW~39.944568,-82.990002~id-191.jpg"
"Jaeger Street "," East Whittier Street","26 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.944574,-82.990119","196","Jaeger Street & East Whittier Street~26 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.944574,-82.990119~id-196.jpg"
"Jaeger Street "," East Whittier Street","889 Jaeger St, Columbus, OH 43206, USA","2024","06","SW","39.944574,-82.990119","196","Jaeger Street & East Whittier Street~889 Jaeger St, Columbus, OH 43206, USA~2024-06~SW~39.944574,-82.990119~id-196.jpg"
"Jaeger Street "," Lansing Street","261 Lansing St, Columbus, OH 43206, USA","2019","11","S","39.945326,-82.990048","192","Jaeger Street & Lansing Street~261 Lansing St, Columbus, OH 43206, USA~2019-11~S~39.945326,-82.990048~id-192.jpg"
"Jaeger Street "," Lansing Street","262 Lansing St, Columbus, OH 43206, USA","2019","11","N","39.945326,-82.990048","192","Jaeger Street & Lansing Street~262 Lansing St, Columbus, OH 43206, USA~2019-11~N~39.945326,-82.990048~id-192.jpg"
"Jaeger Street "," Reinhard Avenue","246 Reinhard Ave, Columbus, OH 43206, USA","2019","11","NW","39.943646,-82.990283","197","Jaeger Street & Reinhard Avenue~246 Reinhard Ave, Columbus, OH 43206, USA~2019-11~NW~39.943646,-82.990283~id-197.jpg"
"Jaeger Street "," Reinhard Avenue","252 Reinhard Ave, Columbus, OH 43206, USA","2019","11","NE","39.943668,-82.990155","197","Jaeger Street & Reinhard Avenue~252 Reinhard Ave, Columbus, OH 43206, USA~2019-11~NE~39.943668,-82.990155~id-197.jpg"
"Jaeger Street "," Reinhard Avenue","946 Jaeger St, Columbus, OH 43206, USA","2019","11","SE","39.943646,-82.990283","197","Jaeger Street & Reinhard Avenue~946 Jaeger St, Columbus, OH 43206, USA~2019-11~SE~39.943646,-82.990283~id-197.jpg"
"Jaeger Street "," Reinhard Avenue","946 Jaeger St, Columbus, OH 43206, USA","2019","11","SW","39.943646,-82.990283","197","Jaeger Street & Reinhard Avenue~946 Jaeger St, Columbus, OH 43206, USA~2019-11~SW~39.943646,-82.990283~id-197.jpg"
"Jaeger Street "," Thurman Avenue","197 Thurman Ave, Columbus, OH 43206, USA","2024","06","SW","39.939607,-82.990656","303","Jaeger Street & Thurman Avenue~197 Thurman Ave, Columbus, OH 43206, USA~2024-06~SW~39.939607,-82.990656~id-303.jpg"
"Jaeger Street "," Thurman Avenue","200 Thurman Ave, Columbus, OH 43206, USA","2024","06","NE","39.939607,-82.990656","303","Jaeger Street & Thurman Avenue~200 Thurman Ave, Columbus, OH 43206, USA~2024-06~NE~39.939607,-82.990656~id-303.jpg"
"Jaeger Street "," Thurman Avenue","200 Thurman Ave, Columbus, OH 43206, USA","2024","06","NW","39.939607,-82.990656","303","Jaeger Street & Thurman Avenue~200 Thurman Ave, Columbus, OH 43206, USA~2024-06~NW~39.939607,-82.990656~id-303.jpg"
"Jaeger Street "," Thurman Avenue","207 Thurman Ave, Columbus, OH 43206, USA","2024","06","SE","39.939607,-82.990656","303","Jaeger Street & Thurman Avenue~207 Thurman Ave, Columbus, OH 43206, USA~2024-06~SE~39.939607,-82.990656~id-303.jpg"
"Jaeger Street "," Timbecker Lane","270-272 E Kossuth St, Columbus, OH 43206, USA","2024","06","SW","39.946440,-82.989862","194","Jaeger Street & Timbecker Lane~270-272 E Kossuth St, Columbus, OH 43206, USA~2024-06~SW~39.946440,-82.989862~id-194.jpg"
"Jaeger Street "," Timbecker Lane","799 Jaeger St, Columbus, OH 43206, USA","2024","06","W","39.946440,-82.989862","194","Jaeger Street & Timbecker Lane~799 Jaeger St, Columbus, OH 43206, USA~2024-06~W~39.946440,-82.989862~id-194.jpg"
"Jaeger Street "," Timbecker Lane","808 Jaeger St, Columbus, OH 43206, USA","2024","06","E","39.946440,-82.989862","194","Jaeger Street & Timbecker Lane~808 Jaeger St, Columbus, OH 43206, USA~2024-06~E~39.946440,-82.989862~id-194.jpg"
"Jaeger Street "," Timbecker Lane","808 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.946440,-82.989862","194","Jaeger Street & Timbecker Lane~808 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.946440,-82.989862~id-194.jpg"
"Jaeger Street "," Unknown","1008 Jaeger St, Columbus, OH 43206, USA","2024","06","NE","39.942113,-82.990435","201","Jaeger Street & Unknown~1008 Jaeger St, Columbus, OH 43206, USA~2024-06~NE~39.942113,-82.990435~id-201.jpg"
"Jaeger Street "," Unknown","1008 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.942203,-82.990425","201","Jaeger Street & Unknown~1008 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.942203,-82.990425~id-201.jpg"
"Jaeger Street "," Unknown","220 E Deshler Ave, Columbus, OH 43206, USA","2019","11","SW","39.941025,-82.990529","202","Jaeger Street & Unknown~220 E Deshler Ave, Columbus, OH 43206, USA~2019-11~SW~39.941025,-82.990529~id-202.jpg"
"Jaeger Street "," Unknown","256 1_2 E Whittier St, Columbus, OH 43206, USA","2019","11","SW","39.944967,-82.989956","193","Jaeger Street & Unknown~256 1_2 E Whittier St, Columbus, OH 43206, USA~2019-11~SW~39.944967,-82.989956~id-193.jpg"
"Jaeger Street "," Unknown","262 Lansing St, Columbus, OH 43206, USA","2024","06","S","39.945656,-82.990032","195","Jaeger Street & Unknown~262 Lansing St, Columbus, OH 43206, USA~2024-06~S~39.945656,-82.990032~id-195.jpg"
"Jaeger Street "," Unknown","847 Jaeger St, Columbus, OH 43206, USA","2024","06","NE","39.945656,-82.990032","195","Jaeger Street & Unknown~847 Jaeger St, Columbus, OH 43206, USA~2024-06~NE~39.945656,-82.990032~id-195.jpg"
"Jaeger Street "," Unknown","865 Jaeger St, Columbus, OH 43206, USA","2019","11","NW","39.944967,-82.989956","193","Jaeger Street & Unknown~865 Jaeger St, Columbus, OH 43206, USA~2019-11~NW~39.944967,-82.989956~id-193.jpg"
"Lansing Street "," South Fifth Street","211 Lansing St, Columbus, OH 43206, USA","2020","11","SE","39.945348,-82.991411","296","Lansing Street & South Fifth Street~211 Lansing St, Columbus, OH 43206, USA~2020-11~SE~39.945348,-82.991411~id-296.jpg"
"Lansing Street "," South Fifth Street","211 Lansing St, Columbus, OH 43206, USA","2020","11","SW","39.945346,-82.991483","296","Lansing Street & South Fifth Street~211 Lansing St, Columbus, OH 43206, USA~2020-11~SW~39.945346,-82.991483~id-296.jpg"
"Lansing Street "," South Fifth Street","847 S 5th St, Columbus, OH 43206, USA","2020","11","NW","39.945346,-82.991483","296","Lansing Street & South Fifth Street~847 S 5th St, Columbus, OH 43206, USA~2020-11~NW~39.945346,-82.991483~id-296.jpg"
"Lansing Street "," South Fifth Street","848 S 5th St, Columbus, OH 43206, USA","2020","11","NE","39.945348,-82.991411","296","Lansing Street & South Fifth Street~848 S 5th St, Columbus, OH 43206, USA~2020-11~NE~39.945348,-82.991411~id-296.jpg"
"Lansing Street "," South Third Street","852 S 3rd St, Columbus, OH 43206, USA","2022","10","E","39.945006,-82.994607","295","Lansing Street & South Third Street~852 S 3rd St, Columbus, OH 43206, USA~2022-10~E~39.945006,-82.994607~id-295.jpg"
"Lansing Street "," South Third Street","852 S 3rd St, Columbus, OH 43206, USA","2022","10","NE","39.944920,-82.994594","295","Lansing Street & South Third Street~852 S 3rd St, Columbus, OH 43206, USA~2022-10~NE~39.944920,-82.994594~id-295.jpg"
"Lansing Street "," South Third Street","852 S 3rd St, Columbus, OH 43206, USA","2022","10","NW","39.944920,-82.994594","295","Lansing Street & South Third Street~852 S 3rd St, Columbus, OH 43206, USA~2022-10~NW~39.944920,-82.994594~id-295.jpg"
"Lansing Street "," South Third Street","857 S 3rd St, Columbus, OH 43206, USA","2022","10","SW","39.945006,-82.994607","295","Lansing Street & South Third Street~857 S 3rd St, Columbus, OH 43206, USA~2022-10~SW~39.945006,-82.994607~id-295.jpg"
"Lathrop Street "," Berger Alley","605 Lathrop St, Columbus, OH 43206, USA","2019","11","NW","39.950908,-82.987339","110","Lathrop Street & Berger Alley~605 Lathrop St, Columbus, OH 43206, USA~2019-11~NW~39.950908,-82.987339~id-110.jpg"
"Lathrop Street "," Berger Alley","607 Lathrop St, Columbus, OH 43206, USA","2019","11","SW","39.950999,-82.987332","110","Lathrop Street & Berger Alley~607 Lathrop St, Columbus, OH 43206, USA~2019-11~SW~39.950999,-82.987332~id-110.jpg"
"Lathrop Street "," East Livingston Avenue","413 E Livingston Ave, Columbus, OH 43215, USA","2019","11","SW","39.952345,-82.987216","108","Lathrop Street & East Livingston Avenue~413 E Livingston Ave, Columbus, OH 43215, USA~2019-11~SW~39.952345,-82.987216~id-108.jpg"
"Lathrop Street "," East Livingston Avenue","423 E Livingston Ave, Columbus, OH 43215, USA","2019","11","SE","39.952345,-82.987216","108","Lathrop Street & East Livingston Avenue~423 E Livingston Ave, Columbus, OH 43215, USA~2019-11~SE~39.952345,-82.987216~id-108.jpg"
"Lathrop Street "," South Lane","404 E Beck St, Columbus, OH 43206, USA","2024","06","SE","39.950737,-82.987342","109","Lathrop Street & South Lane~404 E Beck St, Columbus, OH 43206, USA~2024-06~SE~39.950737,-82.987342~id-109.jpg"
"Lathrop Street "," South Lane","614 Lathrop St, Columbus, OH 43206, USA","2024","06","NE","39.950737,-82.987342","109","Lathrop Street & South Lane~614 Lathrop St, Columbus, OH 43206, USA~2024-06~NE~39.950737,-82.987342~id-109.jpg"
"Lathrop Street "," Unknown","555 Lathrop St, Columbus, OH 43206, USA","2019","11","NE","39.951988,-82.987262","107","Lathrop Street & Unknown~555 Lathrop St, Columbus, OH 43206, USA~2019-11~NE~39.951988,-82.987262~id-107.jpg"
"Lathrop Street "," Unknown","555 Lathrop St, Columbus, OH 43206, USA","2019","11","SE","39.951988,-82.987262","107","Lathrop Street & Unknown~555 Lathrop St, Columbus, OH 43206, USA~2019-11~SE~39.951988,-82.987262~id-107.jpg"
"Lathrop Street "," Unknown","567 Lathrop St, Columbus, OH 43206, USA","2019","11","NW","39.951663,-82.987278","365","Lathrop Street & Unknown~567 Lathrop St, Columbus, OH 43206, USA~2019-11~NW~39.951663,-82.987278~id-365.jpg"
"Lathrop Street "," Unknown","569 Lathrop St, Columbus, OH 43206, USA","2019","11","SW","39.951663,-82.987278","365","Lathrop Street & Unknown~569 Lathrop St, Columbus, OH 43206, USA~2019-11~SW~39.951663,-82.987278~id-365.jpg"
"Lear Street "," Jaeger Street","1812 W 5th Ave, Columbus, OH 43212, USA","2019","11","SW","39.949823,-82.990175","117","Lear Street & Jaeger Street~1812 W 5th Ave, Columbus, OH 43212, USA~2019-11~SW~39.949823,-82.990175~id-117.jpg"
"Lear Street "," Jaeger Street","629 Jaeger St, Columbus, OH 43206, USA","2019","11","W","39.949823,-82.990175","117","Lear Street & Jaeger Street~629 Jaeger St, Columbus, OH 43206, USA~2019-11~W~39.949823,-82.990175~id-117.jpg"
"Lear Street "," South Fifth Street","626 S 5th St, Columbus, OH 43206, USA","2022","10","NE","39.949881,-82.992638","116","Lear Street & South Fifth Street~626 S 5th St, Columbus, OH 43206, USA~2022-10~NE~39.949881,-82.992638~id-116.jpg"
"Lear Street "," South Fifth Street","632 S 5th St, Columbus, OH 43206, USA","2022","10","SE","39.949881,-82.992638","116","Lear Street & South Fifth Street~632 S 5th St, Columbus, OH 43206, USA~2022-10~SE~39.949881,-82.992638~id-116.jpg"
"Lear Street "," South Sixth Street","255 Lear St, Columbus, OH 43206, USA","2019","11","SE","39.949857,-82.990973","118","Lear Street & South Sixth Street~255 Lear St, Columbus, OH 43206, USA~2019-11~SE~39.949857,-82.990973~id-118.jpg"
"Lear Street "," South Sixth Street","628 S 6th St, Columbus, OH 43206, USA","2019","11","NE","39.949857,-82.990973","118","Lear Street & South Sixth Street~628 S 6th St, Columbus, OH 43206, USA~2019-11~NE~39.949857,-82.990973~id-118.jpg"
"Lear Street "," South Sixth Street","637 S 6th St, Columbus, OH 43206, USA","2019","11","W","39.949857,-82.990973","118","Lear Street & South Sixth Street~637 S 6th St, Columbus, OH 43206, USA~2019-11~W~39.949857,-82.990973~id-118.jpg"
"Lear Street "," South Sixth Street","643 S 6th St, Columbus, OH 43206, USA","2019","11","SW","39.949857,-82.990973","118","Lear Street & South Sixth Street~643 S 6th St, Columbus, OH 43206, USA~2019-11~SW~39.949857,-82.990973~id-118.jpg"
"Lear Street "," Unknown","242 Lear St, Columbus, OH 43206, USA","2019","11","NE","39.949843,-82.991641","119","Lear Street & Unknown~242 Lear St, Columbus, OH 43206, USA~2019-11~NE~39.949843,-82.991641~id-119.jpg"
"Lear Street "," Unknown","242 Lear St, Columbus, OH 43206, USA","2019","11","NW","39.949843,-82.991641","119","Lear Street & Unknown~242 Lear St, Columbus, OH 43206, USA~2019-11~NW~39.949843,-82.991641~id-119.jpg"
"Macon Alley "," Alexander Alley","178 Alexander Alley, Columbus, OH 43206, USA","2020","11","W","39.948384,-82.992831","12","Macon Alley & Alexander Alley~178 Alexander Alley, Columbus, OH 43206, USA~2020-11~W~39.948384,-82.992831~id-12.jpg"
"Macon Alley "," Alexander Alley","183 Alexander Alley, Columbus, OH 43206, USA","2024","06","SE","39.948613,-82.992845","11","Macon Alley & Alexander Alley~183 Alexander Alley, Columbus, OH 43206, USA~2024-06~SE~39.948613,-82.992845~id-11.jpg"
"Macon Alley "," Alexander Alley","684 Macon Alley, Columbus, OH 43206, USA","2024","06","N","39.948613,-82.992845","11","Macon Alley & Alexander Alley~684 Macon Alley, Columbus, OH 43206, USA~2024-06~N~39.948613,-82.992845~id-11.jpg"
"Macon Alley "," Alexander Alley","705 Macon Alley, Columbus, OH 43206, USA","2020","11","SW","39.948384,-82.992831","12","Macon Alley & Alexander Alley~705 Macon Alley, Columbus, OH 43206, USA~2020-11~SW~39.948384,-82.992831~id-12.jpg"
"Macon Alley "," Concord Place","6 Macon Alley, Columbus, OH 43206, USA","2024","06","NW","39.943990,-82.991720","163","Macon Alley & Concord Place~6 Macon Alley, Columbus, OH 43206, USA~2024-06~NW~39.943990,-82.991720~id-163.jpg"
"Macon Alley "," Concord Place","6 Macon Alley, Columbus, OH 43206, USA","2024","06","N","39.943990,-82.991720","163","Macon Alley & Concord Place~6 Macon Alley, Columbus, OH 43206, USA~2024-06~N~39.943990,-82.991720~id-163.jpg"
"Macon Alley "," Concord Place","917 Macon Alley, Columbus, OH 43206, USA","2024","06","SE","39.943990,-82.991720","163","Macon Alley & Concord Place~917 Macon Alley, Columbus, OH 43206, USA~2024-06~SE~39.943990,-82.991720~id-163.jpg"
"Macon Alley "," Concord Place","917 Macon Alley, Columbus, OH 43206, USA","2024","06","SW","39.943990,-82.991720","163","Macon Alley & Concord Place~917 Macon Alley, Columbus, OH 43206, USA~2024-06~SW~39.943990,-82.991720~id-163.jpg"
"Macon Alley "," East Blenkner Street","207 E Blenkner St, Columbus, OH 43206, USA","2022","10","SW","39.952137,-82.992826","160","Macon Alley & East Blenkner Street~207 E Blenkner St, Columbus, OH 43206, USA~2022-10~SW~39.952137,-82.992826~id-160.jpg"
"Macon Alley "," East Blenkner Street","208 E Blenkner St, Columbus, OH 43206, USA","2022","10","NE","39.952137,-82.992826","160","Macon Alley & East Blenkner Street~208 E Blenkner St, Columbus, OH 43206, USA~2022-10~NE~39.952137,-82.992826~id-160.jpg"
"Macon Alley "," East Blenkner Street","208 E Blenkner St, Columbus, OH 43206, USA","2022","10","NW","39.952137,-82.992826","160","Macon Alley & East Blenkner Street~208 E Blenkner St, Columbus, OH 43206, USA~2022-10~NW~39.952137,-82.992826~id-160.jpg"
"Macon Alley "," East Blenkner Street","517 S 5th St, Columbus, OH 43206, USA","2022","10","SE","39.952137,-82.992826","160","Macon Alley & East Blenkner Street~517 S 5th St, Columbus, OH 43206, USA~2022-10~SE~39.952137,-82.992826~id-160.jpg"
"Macon Alley "," East Columbus Street","182 E Columbus St, Columbus, OH 43206, USA","2019","11","NW","39.946886,-82.992349","164","Macon Alley & East Columbus Street~182 E Columbus St, Columbus, OH 43206, USA~2019-11~NW~39.946886,-82.992349~id-164.jpg"
"Macon Alley "," East Columbus Street","185 E Columbus St, Columbus, OH 43206, USA","2019","11","SE","39.946886,-82.992349","164","Macon Alley & East Columbus Street~185 E Columbus St, Columbus, OH 43206, USA~2019-11~SE~39.946886,-82.992349~id-164.jpg"
"Macon Alley "," East Columbus Street","185 E Columbus St, Columbus, OH 43206, USA","2019","11","S","39.946886,-82.992349","164","Macon Alley & East Columbus Street~185 E Columbus St, Columbus, OH 43206, USA~2019-11~S~39.946886,-82.992349~id-164.jpg"
"Macon Alley "," East Columbus Street","196 E Columbus St, Columbus, OH 43206, USA","2019","11","NE","39.946886,-82.992349","164","Macon Alley & East Columbus Street~196 E Columbus St, Columbus, OH 43206, USA~2019-11~NE~39.946886,-82.992349~id-164.jpg"
"Macon Alley "," East Frankfort Street","170 E Frankfort St, Columbus, OH 43206, USA","2019","11","NW","39.947647,-82.992643","10","Macon Alley & East Frankfort Street~170 E Frankfort St, Columbus, OH 43206, USA~2019-11~NW~39.947647,-82.992643~id-10.jpg"
"Macon Alley "," East Frankfort Street","724 Macon Alley, Columbus, OH 43206, USA","2019","11","N","39.947647,-82.992643","10","Macon Alley & East Frankfort Street~724 Macon Alley, Columbus, OH 43206, USA~2019-11~N~39.947647,-82.992643~id-10.jpg"
"Macon Alley "," East Frankfort Street","741 Macon Alley, Columbus, OH 43206, USA","2019","11","S","39.947639,-82.992512","162","Macon Alley & East Frankfort Street~741 Macon Alley, Columbus, OH 43206, USA~2019-11~S~39.947639,-82.992512~id-162.jpg"
"Macon Alley "," East Frankfort Street","744 Macon Alley, Columbus, OH 43206, USA","2019","11","SE","39.947639,-82.992512","162","Macon Alley & East Frankfort Street~744 Macon Alley, Columbus, OH 43206, USA~2019-11~SE~39.947639,-82.992512~id-162.jpg"
"Macon Alley "," East Livingston Avenue","211 E Livingston Ave, Columbus, OH 43215, USA","2020","11","SW","39.952618,-82.992777","161","Macon Alley & East Livingston Avenue~211 E Livingston Ave, Columbus, OH 43215, USA~2020-11~SW~39.952618,-82.992777~id-161.jpg"
"Macon Alley "," East Livingston Avenue","217 E Livingston Ave, Columbus, OH 43215, USA","2020","11","S","39.952618,-82.992777","161","Macon Alley & East Livingston Avenue~217 E Livingston Ave, Columbus, OH 43215, USA~2020-11~S~39.952618,-82.992777~id-161.jpg"
"Macon Alley "," East Sycamore Street","181 E Sycamore St, Columbus, OH 43206, USA","2020","11","SW","39.949090,-82.992975","9","Macon Alley & East Sycamore Street~181 E Sycamore St, Columbus, OH 43206, USA~2020-11~SW~39.949090,-82.992975~id-9.jpg"
"Macon Alley "," East Sycamore Street","187 E Sycamore St, Columbus, OH 43206, USA","2020","11","SE","39.949090,-82.992975","9","Macon Alley & East Sycamore Street~187 E Sycamore St, Columbus, OH 43206, USA~2020-11~SE~39.949090,-82.992975~id-9.jpg"
"Macon Alley "," East Whittier Street","189 E Whittier St, Columbus, OH 43206, USA","2022","09","SW","39.944487,-82.991828","165","Macon Alley & East Whittier Street~189 E Whittier St, Columbus, OH 43206, USA~2022-09~SW~39.944487,-82.991828~id-165.jpg"
"Macon Alley "," East Whittier Street","190 E Whittier St, Columbus, OH 43206, USA","2022","09","NW","39.944487,-82.991828","165","Macon Alley & East Whittier Street~190 E Whittier St, Columbus, OH 43206, USA~2022-09~NW~39.944487,-82.991828~id-165.jpg"
"Macon Alley "," East Whittier Street","193 E Whittier St, Columbus, OH 43206, USA","2022","09","SE","39.944487,-82.991828","165","Macon Alley & East Whittier Street~193 E Whittier St, Columbus, OH 43206, USA~2022-09~SE~39.944487,-82.991828~id-165.jpg"
"Macon Alley "," East Whittier Street","888 Macon Alley, Columbus, OH 43206, USA","2022","09","N","39.944487,-82.991828","165","Macon Alley & East Whittier Street~888 Macon Alley, Columbus, OH 43206, USA~2022-09~N~39.944487,-82.991828~id-165.jpg"
"Macon Alley "," East Willow Street","193 E Beck St, Columbus, OH 43206, USA","2019","10","NW","39.950222,-82.992992","159","Macon Alley & East Willow Street~193 E Beck St, Columbus, OH 43206, USA~2019-10~NW~39.950222,-82.992992~id-159.jpg"
"Macon Alley "," East Willow Street","616 Macon Alley, Columbus, OH 43206, USA","2019","10","SW","39.950222,-82.992992","159","Macon Alley & East Willow Street~616 Macon Alley, Columbus, OH 43206, USA~2019-10~SW~39.950222,-82.992992~id-159.jpg"
"Macon Alley "," Jackson Street","204 Jackson St, Columbus, OH 43206, USA","2019","10","NW","39.951684,-82.992855","158","Macon Alley & Jackson Street~204 Jackson St, Columbus, OH 43206, USA~2019-10~NW~39.951684,-82.992855~id-158.jpg"
"Macon Alley "," Jackson Street","205 Jackson St, Columbus, OH 43206, USA","2019","10","SW","39.951684,-82.992855","158","Macon Alley & Jackson Street~205 Jackson St, Columbus, OH 43206, USA~2019-10~SW~39.951684,-82.992855~id-158.jpg"
"Macon Alley "," Jackson Street","537 S 5th St, Columbus, OH 43206, USA","2019","10","NE","39.951684,-82.992855","158","Macon Alley & Jackson Street~537 S 5th St, Columbus, OH 43206, USA~2019-10~NE~39.951684,-82.992855~id-158.jpg"
"Macon Alley "," Jackson Street","551 S 5th St, Columbus, OH 43206, USA","2019","10","SE","39.951684,-82.992855","158","Macon Alley & Jackson Street~551 S 5th St, Columbus, OH 43206, USA~2019-10~SE~39.951684,-82.992855~id-158.jpg"
"Macon Alley "," Lansing Street","185 Lansing St, Columbus, OH 43206, USA","2020","11","SW","39.945290,-82.992001","167","Macon Alley & Lansing Street~185 Lansing St, Columbus, OH 43206, USA~2020-11~SW~39.945290,-82.992001~id-167.jpg"
"Macon Alley "," Lansing Street","188 Macon Alley, Columbus, OH 43206, USA","2020","11","NW","39.945290,-82.992001","167","Macon Alley & Lansing Street~188 Macon Alley, Columbus, OH 43206, USA~2020-11~NW~39.945290,-82.992001~id-167.jpg"
"Macon Alley "," Lansing Street","195 Lansing St, Columbus, OH 43206, USA","2020","11","SE","39.945290,-82.992001","167","Macon Alley & Lansing Street~195 Lansing St, Columbus, OH 43206, USA~2020-11~SE~39.945290,-82.992001~id-167.jpg"
"Macon Alley "," Lansing Street","198 Lansing St, Columbus, OH 43206, USA","2020","11","NE","39.945290,-82.992001","167","Macon Alley & Lansing Street~198 Lansing St, Columbus, OH 43206, USA~2020-11~NE~39.945290,-82.992001~id-167.jpg"
"Macon Alley "," Reinhard Avenue","196 1_2 Reinhard Ave, Columbus, OH 43206, USA","2022","10","NE","39.943488,-82.991642","166","Macon Alley & Reinhard Avenue~196 1_2 Reinhard Ave, Columbus, OH 43206, USA~2022-10~NE~39.943488,-82.991642~id-166.jpg"
"Macon Alley "," Reinhard Avenue","196 1_2 Reinhard Ave, Columbus, OH 43206, USA","2022","10","NW","39.943488,-82.991642","166","Macon Alley & Reinhard Avenue~196 1_2 Reinhard Ave, Columbus, OH 43206, USA~2022-10~NW~39.943488,-82.991642~id-166.jpg"
"Margraff Alley "," East Blenkner Street","498 S Lazelle St, Columbus, OH 43206, USA","2020","11","NW","39.952215,-82.994810","288","Margraff Alley & East Blenkner Street~498 S Lazelle St, Columbus, OH 43206, USA~2020-11~NW~39.952215,-82.994810~id-288.jpg"
"Margraff Alley "," East Blenkner Street","502 Margraff Alley, Columbus, OH 43206, USA","2020","11","NE","39.952215,-82.994810","288","Margraff Alley & East Blenkner Street~502 Margraff Alley, Columbus, OH 43206, USA~2020-11~NE~39.952215,-82.994810~id-288.jpg"
